sales_id,order_date_id,customer_id,product_id,channel_id,store_id,billing_location_id,shipment_location_id,order_id,order_item_id,order_status,currency_code,quantity,unit_price,discount_amount,line_total
103,20240202,1129,2,1,0,2125,2540,1000000072,5000000102,PAID,ARS,1,13500.0,675.0,12825.0
104,20241207,1224,2,1,0,485,1123,1000000073,5000000103,PAID,ARS,1,15750.0,315.0,15435.0
105,20241214,446,1,1,0,3072,2068,1000000074,5000000104,FULFILLED,ARS,2,12600.0,1260.0,23940.0
106,20241214,446,1,1,0,3072,2068,1000000074,5000000105,FULFILLED,ARS,3,12000.0,3600.0,32400.0
107,20250322,867,2,1,0,1944,2685,1000000075,5000000106,FULFILLED,ARS,2,15000.0,600.0,29400.0
108,20240301,127,1,1,0,423,3189,1000000076,5000000107,FULFILLED,ARS,2,12000.0,480.0,23520.0
109,20241204,874,1,2,1,208,1,1000000077,5000000108,PAID,ARS,2,12000.0,480.0,23520.0
110,20250109,814,2,1,0,374,2367,1000000078,5000000109,FULFILLED,ARS,1,15000.0,750.0,14250.0
111,20250109,814,1,1,0,374,2367,1000000078,5000000110,FULFILLED,ARS,2,13200.0,0.0,26400.0
112,20250916,1189,1,1,0,2306,840,1000000079,5000000111,PAID,ARS,1,10800.0,0.0,10800.0
113,20250916,1189,1,1,0,2306,840,1000000079,5000000112,PAID,ARS,2,12000.0,2400.0,21600.0
114,20241111,584,2,1,0,2170,69,1000000080,5000000113,FULFILLED,ARS,1,15000.0,300.0,14700.0
115,20250202,1433,1,1,0,2160,953,1000000081,5000000114,FULFILLED,ARS,2,12000.0,1200.0,22800.0
116,20250202,1433,2,1,0,2160,953,1000000081,5000000115,FULFILLED,ARS,2,15000.0,0.0,30000.0
117,20250921,670,1,1,0,2091,3103,1000000082,5000000116,FULFILLED,ARS,3,12000.0,1800.0,34200.0
118,20240210,464,2,1,0,2869,842,1000000083,5000000117,REFUNDED,ARS,1,16500.0,0.0,16500.0
119,20240210,464,1,1,0,2869,842,1000000083,5000000118,REFUNDED,ARS,2,12000.0,2400.0,21600.0
120,20241125,535,2,1,0,0,153,1000000084,5000000119,PAID,ARS,1,15000.0,0.0,15000.0
121,20250301,655,1,1,0,2539,2185,1000000085,5000000120,FULFILLED,ARS,1,12600.0,252.0,12348.0
122,20250818,833,1,1,0,855,2251,1000000086,5000000121,FULFILLED,ARS,1,12000.0,1200.0,10800.0
123,20241213,490,1,1,0,1319,1449,1000000087,5000000122,CANCELLED,ARS,1,12000.0,600.0,11400.0
124,20240203,360,2,1,0,104,1460,1000000088,5000000123,FULFILLED,ARS,2,15000.0,600.0,29400.0
125,20240203,360,2,1,0,104,1460,1000000088,5000000124,FULFILLED,ARS,2,15000.0,3000.0,27000.0
126,20250618,1227,2,1,0,2146,1176,1000000089,5000000125,FULFILLED,ARS,1,15000.0,750.0,14250.0
127,20240127,624,1,1,0,2890,38,1000000090,5000000126,FULFILLED,ARS,2,12000.0,0.0,24000.0
128,20240127,624,2,1,0,2890,38,1000000090,5000000127,FULFILLED,ARS,1,13500.0,675.0,12825.0
129,20240217,228,2,1,0,1743,2302,1000000091,5000000128,FULFILLED,ARS,3,15750.0,2362.5,44887.5
130,20240217,228,2,1,0,1743,2302,1000000091,5000000129,FULFILLED,ARS,3,15750.0,945.0,46305.0
131,20240613,770,2,1,0,530,776,1000000092,5000000130,FULFILLED,ARS,2,15000.0,0.0,30000.0
132,20241114,54,2,2,2,2329,2,1000000093,5000000131,FULFILLED,ARS,3,15000.0,0.0,45000.0
133,20241114,54,1,2,2,2329,2,1000000093,5000000132,FULFILLED,ARS,2,12000.0,0.0,24000.0
134,20241114,54,2,2,2,2329,2,1000000093,5000000133,FULFILLED,ARS,1,16500.0,825.0,15675.0
135,20241227,1006,1,2,4,2237,4,1000000094,5000000134,PAID,ARS,3,12000.0,1800.0,34200.0
136,20241227,1006,2,2,4,2237,4,1000000094,5000000135,PAID,ARS,3,13500.0,0.0,40500.0
137,20250925,247,2,1,0,1236,1295,1000000095,5000000136,FULFILLED,ARS,3,16500.0,990.0,48510.0
138,20250523,1127,1,2,3,1319,3,1000000096,5000000137,FULFILLED,ARS,3,12000.0,720.0,35280.0
139,20240612,757,2,2,2,2453,2,1000000097,5000000138,FULFILLED,ARS,1,15750.0,315.0,15435.0
140,20250116,520,1,1,0,3135,2447,1000000098,5000000139,FULFILLED,ARS,3,12600.0,1890.0,35910.0
141,20240227,258,1,1,0,1515,228,1000000099,5000000140,FULFILLED,ARS,1,12000.0,0.0,12000.0
142,20240730,467,1,1,0,1636,1889,1000000100,5000000141,CANCELLED,ARS,1,10800.0,0.0,10800.0
143,20240730,467,1,1,0,1636,1889,1000000100,5000000142,CANCELLED,ARS,1,12600.0,252.0,12348.0
144,20240330,3,1,1,0,2640,223,1000000101,5000000143,PAID,ARS,3,12000.0,0.0,36000.0
145,20241119,334,1,1,0,2620,2867,1000000102,5000000144,FULFILLED,ARS,3,12000.0,720.0,35280.0
146,20240325,802,1,2,3,553,3,1000000103,5000000145,CREATED,ARS,3,10800.0,1620.0,30780.0
147,20240323,999,2,1,0,255,3052,1000000104,5000000146,REFUNDED,ARS,2,15000.0,0.0,30000.0
148,20240512,176,1,1,0,462,2444,1000000105,5000000147,FULFILLED,ARS,2,12000.0,2400.0,21600.0
149,20250208,801,2,1,0,607,2960,1000000106,5000000148,FULFILLED,ARS,1,15000.0,0.0,15000.0
150,20240522,1113,1,1,0,751,1947,1000000107,5000000149,FULFILLED,ARS,3,12600.0,3780.0,34020.0
151,20250704,810,2,2,4,0,4,1000000108,5000000150,FULFILLED,ARS,3,15750.0,945.0,46305.0
152,20240422,581,1,2,4,704,4,1000000109,5000000151,FULFILLED,ARS,2,12000.0,2400.0,21600.0
153,20240422,581,1,2,4,704,4,1000000109,5000000152,FULFILLED,ARS,1,12000.0,600.0,11400.0
154,20250604,1284,1,2,2,3026,2,1000000110,5000000153,CANCELLED,ARS,2,12000.0,480.0,23520.0
155,20250604,1284,2,2,2,3026,2,1000000110,5000000154,CANCELLED,ARS,3,16500.0,4950.0,44550.0
156,20241220,1333,2,1,0,2902,1880,1000000111,5000000155,FULFILLED,ARS,1,15750.0,315.0,15435.0
157,20250228,24,1,2,2,806,2,1000000112,5000000156,PAID,ARS,3,12600.0,3780.0,34020.0
158,20250228,24,2,2,2,806,2,1000000112,5000000157,PAID,ARS,3,15000.0,2250.0,42750.0
159,20240121,1222,1,2,1,1895,1,1000000113,5000000158,CANCELLED,ARS,1,13200.0,264.0,12936.0
160,20240917,63,1,2,1,2180,1,1000000114,5000000159,PAID,ARS,1,10800.0,1080.0,9720.0
161,20240219,1078,1,1,0,2864,3,1000000115,5000000160,REFUNDED,ARS,2,12000.0,2400.0,21600.0
162,20240701,1091,1,1,0,2787,2613,1000000116,5000000161,FULFILLED,ARS,3,13200.0,0.0,39600.0
163,20250119,524,1,1,0,3173,1258,1000000117,5000000162,FULFILLED,ARS,2,12000.0,0.0,24000.0
164,20250816,1229,1,1,0,1458,2394,1000000118,5000000163,FULFILLED,ARS,3,13200.0,792.0,38808.0
165,20250716,458,2,2,4,2845,4,1000000119,5000000164,FULFILLED,ARS,1,15000.0,300.0,14700.0
166,20240418,68,1,1,0,1466,1657,1000000120,5000000165,FULFILLED,ARS,1,12000.0,240.0,11760.0
167,20241220,959,1,2,4,2706,4,1000000121,5000000166,FULFILLED,ARS,3,13200.0,1980.0,37620.0
168,20250830,356,1,2,1,3167,1,1000000122,5000000167,FULFILLED,ARS,3,12000.0,0.0,36000.0
169,20250624,530,2,1,0,1284,5,1000000123,5000000168,CANCELLED,ARS,1,15000.0,300.0,14700.0
170,20240206,1420,1,1,0,1268,3008,1000000124,5000000169,FULFILLED,ARS,1,10800.0,216.0,10584.0
171,20240206,1420,2,1,0,1268,3008,1000000124,5000000170,FULFILLED,ARS,3,15000.0,900.0,44100.0
172,20240709,279,2,2,3,954,3,1000000125,5000000171,FULFILLED,ARS,3,15000.0,4500.0,40500.0
173,20240709,279,1,2,3,954,3,1000000125,5000000172,FULFILLED,ARS,1,12000.0,1200.0,10800.0
174,20240612,779,2,2,3,206,3,1000000126,5000000173,FULFILLED,ARS,1,15000.0,0.0,15000.0
175,20240228,1383,2,1,0,3141,2117,1000000127,5000000174,FULFILLED,ARS,2,15000.0,1500.0,28500.0
176,20240228,1383,2,1,0,3141,2117,1000000127,5000000175,FULFILLED,ARS,2,15750.0,3150.0,28350.0
177,20250420,1189,1,1,0,885,1356,1000000128,5000000176,CANCELLED,ARS,1,10800.0,1080.0,9720.0
178,20250420,1189,2,1,0,885,1356,1000000128,5000000177,CANCELLED,ARS,3,15000.0,4500.0,40500.0
179,20250420,1189,1,1,0,885,1356,1000000128,5000000178,CANCELLED,ARS,3,12000.0,3600.0,32400.0
180,20250917,1016,1,1,0,1995,3040,1000000129,5000000179,FULFILLED,ARS,3,12000.0,720.0,35280.0
181,20250917,1016,2,1,0,1995,3040,1000000129,5000000180,FULFILLED,ARS,2,15000.0,3000.0,27000.0
182,20250521,595,2,2,3,164,3,1000000130,5000000181,PAID,ARS,1,13500.0,1350.0,12150.0
183,20240125,902,1,2,4,2020,4,1000000131,5000000182,FULFILLED,ARS,3,13200.0,0.0,39600.0
184,20240726,317,2,1,0,2601,2546,1000000132,5000000183,FULFILLED,ARS,2,13500.0,540.0,26460.0
185,20240614,1229,2,2,2,0,2,1000000133,5000000184,FULFILLED,ARS,1,15000.0,0.0,15000.0
186,20240106,279,1,2,3,63,3,1000000134,5000000185,FULFILLED,ARS,3,12000.0,720.0,35280.0
187,20240106,279,2,2,3,63,3,1000000134,5000000186,FULFILLED,ARS,2,15000.0,3000.0,27000.0
188,20240530,1498,1,2,4,2609,4,1000000135,5000000187,PAID,ARS,1,12000.0,600.0,11400.0
189,20240530,1498,1,2,4,2609,4,1000000135,5000000188,PAID,ARS,2,10800.0,0.0,21600.0
190,20250120,140,2,1,0,2026,1773,1000000136,5000000189,FULFILLED,ARS,2,15000.0,1500.0,28500.0
191,20241115,1115,1,1,0,462,2545,1000000137,5000000190,PAID,ARS,1,12000.0,240.0,11760.0
192,20240103,1240,1,1,0,1477,1704,1000000138,5000000191,PAID,ARS,3,12000.0,1800.0,34200.0
193,20240406,590,2,1,0,1328,1036,1000000139,5000000192,FULFILLED,ARS,1,15000.0,1500.0,13500.0
194,20250217,645,2,2,3,1878,3,1000000140,5000000193,FULFILLED,ARS,1,13500.0,270.0,13230.0
195,20241130,545,1,2,1,2477,1,1000000141,5000000194,REFUNDED,ARS,1,13200.0,1320.0,11880.0
196,20250625,1208,2,1,0,3064,1955,1000000142,5000000195,REFUNDED,ARS,1,15000.0,750.0,14250.0
197,20250625,1208,1,1,0,3064,1955,1000000142,5000000196,REFUNDED,ARS,1,13200.0,264.0,12936.0
198,20250625,1208,1,1,0,3064,1955,1000000142,5000000197,REFUNDED,ARS,2,12000.0,480.0,23520.0
199,20240606,551,1,2,1,1113,1,1000000143,5000000198,FULFILLED,ARS,3,12000.0,1800.0,34200.0
200,20240606,551,1,2,1,1113,1,1000000143,5000000199,FULFILLED,ARS,3,12000.0,3600.0,32400.0
201,20240209,569,2,2,1,214,1,1000000144,5000000200,CANCELLED,ARS,2,16500.0,3300.0,29700.0
202,20250719,1305,2,1,0,0,3178,1000000145,5000000201,FULFILLED,ARS,2,15000.0,0.0,30000.0
203,20240505,280,2,1,0,194,2731,1000000146,5000000202,FULFILLED,ARS,3,15750.0,2362.5,44887.5
204,20240505,280,1,1,0,194,2731,1000000146,5000000203,FULFILLED,ARS,3,12600.0,0.0,37800.0
205,20241207,1338,2,1,0,0,1472,1000000147,5000000204,FULFILLED,ARS,2,16500.0,660.0,32340.0
206,20241207,1338,2,1,0,0,1472,1000000147,5000000205,FULFILLED,ARS,2,15000.0,3000.0,27000.0
207,20250621,84,1,1,0,592,2447,1000000148,5000000206,FULFILLED,ARS,3,12000.0,720.0,35280.0
208,20250121,655,2,1,0,81,1117,1000000149,5000000207,FULFILLED,ARS,1,15000.0,1500.0,13500.0
209,20250530,513,2,2,4,3049,4,1000000150,5000000208,FULFILLED,ARS,2,16500.0,660.0,32340.0
210,20240416,884,1,2,3,849,3,1000000151,5000000209,FULFILLED,ARS,3,12000.0,720.0,35280.0
211,20240108,385,1,2,2,1553,2,1000000152,5000000210,FULFILLED,ARS,1,10800.0,1080.0,9720.0
212,20250610,723,1,2,2,752,2,1000000153,5000000211,CANCELLED,ARS,1,12000.0,1200.0,10800.0
213,20240701,110,2,2,1,2113,1,1000000154,5000000212,PAID,ARS,3,15750.0,4725.0,42525.0
214,20240212,1197,1,1,0,2708,3125,1000000155,5000000213,FULFILLED,ARS,1,12000.0,0.0,12000.0
215,20241029,833,2,2,2,1194,2,1000000156,5000000214,FULFILLED,ARS,3,15000.0,2250.0,42750.0
216,20250126,371,1,2,3,1185,3,1000000157,5000000215,CANCELLED,ARS,1,12000.0,0.0,12000.0
217,20250126,371,2,2,3,1185,3,1000000157,5000000216,CANCELLED,ARS,3,15750.0,0.0,47250.0
218,20240424,905,2,2,1,1807,1,1000000158,5000000217,FULFILLED,ARS,2,15000.0,0.0,30000.0
219,20240714,389,1,1,0,3180,307,1000000159,5000000218,FULFILLED,ARS,1,12600.0,252.0,12348.0
220,20240613,1299,2,2,4,0,4,1000000160,5000000219,FULFILLED,ARS,2,15000.0,600.0,29400.0
221,20241021,725,2,1,0,0,2912,1000000161,5000000220,FULFILLED,ARS,3,15000.0,0.0,45000.0
222,20250731,645,1,2,4,161,4,1000000162,5000000221,PAID,ARS,2,12000.0,1200.0,22800.0
223,20240224,584,1,1,0,984,136,1000000163,5000000222,FULFILLED,ARS,2,10800.0,0.0,21600.0
224,20250222,436,1,1,0,3083,2762,1000000164,5000000223,FULFILLED,ARS,3,12000.0,0.0,36000.0
225,20250222,436,2,1,0,3083,2762,1000000164,5000000224,FULFILLED,ARS,2,15000.0,3000.0,27000.0
226,20250827,293,1,1,0,2895,2361,1000000165,5000000225,FULFILLED,ARS,2,12000.0,480.0,23520.0
227,20250727,1065,2,1,0,0,2496,1000000166,5000000226,FULFILLED,ARS,1,15000.0,1500.0,13500.0
228,20250727,1065,2,1,0,0,2496,1000000166,5000000227,FULFILLED,ARS,2,15750.0,1575.0,29925.0
229,20250118,1234,2,1,0,1645,2706,1000000167,5000000228,CANCELLED,ARS,1,13500.0,675.0,12825.0
230,20250118,1234,1,1,0,1645,2706,1000000167,5000000229,CANCELLED,ARS,1,10800.0,540.0,10260.0
231,20250118,1234,1,1,0,1645,2706,1000000167,5000000230,CANCELLED,ARS,2,12000.0,0.0,24000.0
232,20240226,400,2,1,0,2133,2527,1000000168,5000000231,CANCELLED,ARS,3,13500.0,0.0,40500.0
233,20240708,251,1,1,0,0,1329,1000000169,5000000232,FULFILLED,ARS,1,12000.0,1200.0,10800.0
234,20240329,764,2,2,4,0,4,1000000170,5000000233,PAID,ARS,2,15000.0,0.0,30000.0
235,20250227,1490,1,1,0,2733,2557,1000000171,5000000234,CREATED,ARS,1,12000.0,240.0,11760.0
236,20240507,181,1,1,0,607,1805,1000000172,5000000235,FULFILLED,ARS,2,12000.0,1200.0,22800.0
237,20250616,693,2,1,0,1849,1635,1000000173,5000000236,FULFILLED,ARS,2,15750.0,0.0,31500.0
238,20240907,672,1,2,2,2475,2,1000000174,5000000237,FULFILLED,ARS,1,12000.0,240.0,11760.0
239,20240531,786,1,1,0,1699,2161,1000000175,5000000238,PAID,ARS,1,12000.0,0.0,12000.0
240,20250225,1347,2,2,2,1260,2,1000000176,5000000239,FULFILLED,ARS,1,16500.0,1650.0,14850.0
241,20241123,628,2,1,0,0,868,1000000177,5000000240,FULFILLED,ARS,1,13500.0,675.0,12825.0
242,20250503,1485,2,2,2,3036,2,1000000178,5000000241,PAID,ARS,1,15000.0,1500.0,13500.0
243,20250812,805,2,1,0,1866,2735,1000000179,5000000242,FULFILLED,ARS,3,15000.0,900.0,44100.0
244,20250812,805,2,1,0,1866,2735,1000000179,5000000243,FULFILLED,ARS,2,15000.0,1500.0,28500.0
245,20240521,445,1,1,0,2685,753,1000000180,5000000244,FULFILLED,ARS,2,12600.0,0.0,25200.0
