web_session_id,session_start_date_id,customer_id,source,device
87,20240422,0,referral,tablet
88,20240120,747,direct,mobile
89,20240101,927,ads,tablet
90,20250129,1009,direct,mobile
91,20250528,1334,social,mobile
92,20240929,51,email,desktop
93,20241021,1436,referral,mobile
94,20250120,859,direct,desktop
95,20240922,1298,referral,mobile
96,20241201,51,direct,mobile
97,20241002,885,ads,mobile
98,20240617,505,direct,mobile
99,20240203,0,ads,mobile
100,20240211,1,direct,mobile
101,20241229,781,direct,desktop
102,20240328,540,ads,mobile
103,20250317,0,ads,mobile
104,20250707,0,direct,mobile
105,20250809,0,ads,desktop
106,20250326,0,referral,mobile
107,20240322,718,direct,mobile
108,20250605,0,ads,mobile
109,20250222,937,social,mobile
110,20241217,855,ads,mobile
111,20250212,1396,direct,mobile
112,20250820,465,email,mobile
113,20250409,0,social,mobile
114,20250324,0,direct,mobile
115,20240409,0,ads,tablet
116,20240707,785,ads,desktop
117,20250325,49,ads,desktop
118,20240303,725,email,desktop
119,20241006,647,ads,mobile
120,20250701,1014,direct,mobile
121,20250424,892,direct,mobile
122,20250202,130,referral,mobile
123,20240525,633,referral,desktop
124,20240108,0,direct,desktop
125,20241228,532,direct,mobile
126,20241130,997,email,desktop
127,20250814,11,direct,mobile
128,20240629,0,referral,mobile
129,20240201,1331,referral,mobile
130,20240816,0,referral,mobile
131,20240228,1084,ads,mobile
132,20250929,1201,email,mobile
133,20250504,0,direct,desktop
134,20250821,367,email,mobile
135,20240304,710,direct,mobile
136,20250102,0,ads,mobile
137,20240125,1389,email,desktop
138,20250921,0,social,mobile
139,20240609,1160,email,desktop
140,20250630,1252,ads,tablet
141,20240220,0,direct,desktop
142,20241217,1438,ads,mobile
143,20240726,670,social,mobile
144,20240411,0,ads,desktop
145,20240814,1207,ads,tablet
146,20241118,1110,ads,tablet
147,20240529,94,ads,desktop
148,20240421,1158,direct,mobile
149,20250311,0,email,mobile
150,20250219,252,direct,mobile
151,20240319,625,ads,desktop
152,20240513,919,email,desktop
153,20240807,1053,ads,mobile
154,20241026,1381,direct,desktop
155,20250524,591,social,mobile
156,20240910,1452,direct,mobile
157,20240809,864,direct,desktop
158,20240110,744,ads,mobile
159,20240918,653,ads,mobile
160,20250515,974,direct,mobile
161,20241110,0,direct,mobile
162,20250603,0,ads,mobile
163,20240418,0,direct,mobile
164,20240717,1105,ads,tablet
165,20250907,1211,ads,desktop
166,20241029,0,social,mobile
167,20250206,0,ads,desktop
168,20250422,1017,ads,desktop
169,20240310,267,direct,mobile
170,20250219,1228,direct,desktop
171,20250829,1121,direct,mobile
172,20250904,0,direct,desktop
173,20241022,1380,email,mobile
174,20240311,0,direct,mobile
175,20240729,605,email,mobile
176,20240129,0,social,mobile
177,20250822,1309,social,desktop
178,20250313,1393,direct,mobile
179,20240815,331,ads,mobile
180,20241211,1288,referral,mobile
181,20250725,524,ads,mobile
182,20250412,1374,social,mobile
183,20250510,67,referral,desktop
184,20241216,0,ads,mobile
185,20250911,662,direct,mobile
186,20250915,1332,ads,mobile
187,20241203,1163,direct,mobile
188,20240121,665,direct,desktop
189,20250302,1409,direct,mobile
190,20250607,502,direct,mobile
191,20250725,744,direct,desktop
192,20240725,686,direct,desktop
193,20240609,0,referral,mobile
194,20240609,145,direct,desktop
195,20241119,0,direct,mobile
196,20240210,865,direct,mobile
197,20241214,0,social,tablet
198,20240120,1167,referral,mobile
199,20241027,0,direct,desktop
200,20241213,0,ads,mobile
201,20250511,170,ads,desktop
202,20240408,958,direct,mobile
203,20240208,0,email,desktop
204,20250529,541,email,desktop
205,20250608,119,ads,desktop
206,20240210,228,ads,mobile
207,20240707,1315,ads,desktop
208,20240124,535,ads,mobile
209,20250802,0,ads,mobile
210,20250904,601,ads,desktop
211,20240716,0,email,mobile
212,20250531,1417,direct,mobile
213,20241231,0,direct,desktop
214,20241114,436,ads,desktop
215,20240121,706,ads,mobile
216,20240919,951,direct,mobile
217,20240419,1266,ads,mobile
218,20250820,928,direct,desktop
219,20240415,0,direct,desktop
220,20240907,1222,ads,mobile
221,20240421,529,direct,mobile
222,20250830,819,referral,mobile
223,20250328,1148,referral,mobile
224,20240915,0,direct,mobile
225,20240417,834,ads,mobile
226,20241001,604,ads,desktop
227,20250722,0,ads,mobile
228,20250807,293,referral,mobile
229,20250914,1335,direct,desktop
230,20250306,236,ads,mobile
231,20240822,675,referral,desktop
232,20241123,1493,direct,mobile
233,20250310,0,direct,mobile
234,20240715,0,ads,mobile
235,20250531,448,ads,mobile
236,20240621,0,ads,mobile
237,20240805,1444,direct,mobile
238,20240805,22,email,mobile
239,20250208,1330,ads,mobile
240,20250706,199,ads,desktop
241,20240220,662,ads,desktop
242,20250405,347,email,tablet
243,20250218,0,social,mobile
244,20240324,1449,direct,mobile
245,20240318,820,direct,mobile
246,20250806,128,ads,mobile
247,20240602,684,ads,mobile
248,20240905,0,email,mobile
249,20240715,740,direct,mobile
250,20250126,0,ads,mobile
251,20250220,0,ads,mobile
252,20241005,0,ads,mobile
253,20240321,1107,ads,mobile
254,20250314,0,direct,mobile
255,20241005,0,ads,mobile
256,20240128,0,referral,mobile
257,20240621,1013,ads,mobile
258,20250331,0,referral,mobile
259,20240104,902,direct,mobile
260,20240108,0,social,desktop
261,20250408,745,direct,desktop
262,20240326,1292,direct,desktop
263,20240717,476,email,tablet
264,20250523,502,direct,mobile
265,20240903,679,ads,desktop
266,20250526,0,ads,mobile
267,20240208,0,direct,desktop
268,20241121,0,direct,mobile
269,20240616,1027,ads,mobile
270,20250822,365,referral,mobile
271,20250114,128,direct,mobile
272,20250213,855,direct,mobile
273,20240911,0,direct,mobile
274,20240903,112,ads,mobile
275,20250520,57,ads,desktop
276,20250820,1231,ads,mobile
277,20250603,221,ads,mobile
278,20240611,835,email,mobile
279,20250827,0,social,mobile
280,20240113,990,ads,desktop
281,20240125,1177,direct,desktop
282,20250314,514,direct,mobile
283,20250104,182,ads,mobile
284,20240309,1023,referral,desktop
285,20250103,358,ads,desktop
286,20240815,1317,social,tablet
287,20240507,0,direct,tablet
288,20250727,0,direct,mobile
289,20240714,0,referral,mobile
290,20240618,0,direct,mobile
291,20250223,540,ads,mobile
292,20250528,0,email,mobile
293,20250102,0,referral,mobile
294,20240128,0,email,desktop
295,20241127,235,ads,mobile
296,20240706,0,email,mobile
297,20240317,1467,ads,mobile
298,20250404,1370,referral,mobile
299,20241012,1319,direct,mobile
300,20240213,483,direct,desktop
301,20250102,0,ads,mobile
302,20240609,0,direct,desktop
303,20250626,0,referral,mobile
304,20240115,448,ads,desktop
305,20240403,814,direct,desktop
306,20241209,205,direct,desktop
307,20240612,873,ads,desktop
308,20240215,0,social,mobile
309,20250607,0,ads,mobile
310,20250313,730,direct,mobile
311,20241003,458,referral,mobile
312,20250205,1357,direct,mobile
313,20250716,0,social,mobile
314,20240528,0,referral,desktop
315,20240126,0,social,mobile
316,20240523,0,ads,desktop
317,20240302,1480,ads,desktop
318,20250804,0,ads,mobile
319,20250131,0,ads,tablet
320,20250916,1336,direct,mobile
321,20240715,301,ads,mobile
322,20250812,307,direct,mobile
323,20240331,0,referral,mobile
324,20240103,633,social,desktop
325,20240701,0,ads,mobile
326,20241112,0,direct,mobile
327,20240314,1315,direct,mobile
328,20240704,593,direct,mobile
329,20250703,176,social,desktop
330,20250801,1182,ads,mobile
331,20241129,0,social,mobile
332,20250530,564,direct,mobile
333,20250727,249,ads,desktop
334,20250306,0,email,mobile
335,20250430,0,referral,desktop
336,20241127,945,ads,mobile
337,20240718,1433,direct,desktop
338,20241206,315,direct,mobile
339,20240530,422,referral,mobile
340,20241015,1297,direct,desktop
341,20240614,1475,ads,desktop
342,20240525,0,social,mobile
343,20250608,319,referral,desktop
344,20240708,839,ads,mobile
345,20250314,0,ads,mobile
346,20240421,0,direct,mobile
347,20250304,0,direct,desktop
348,20250916,994,direct,mobile
349,20250618,0,direct,mobile
350,20240608,579,ads,mobile
351,20250121,0,ads,desktop
352,20250912,588,ads,tablet
353,20240501,0,ads,desktop
354,20241012,0,referral,desktop
355,20250312,0,direct,desktop
356,20240315,373,ads,desktop
357,20250606,0,ads,mobile
358,20250506,0,ads,desktop
359,20250425,823,ads,mobile
360,20250418,266,ads,mobile
361,20250507,1406,referral,tablet
362,20240808,0,referral,desktop
363,20240810,234,ads,mobile
364,20250119,1261,social,desktop
365,20250910,521,ads,mobile
366,20240709,150,ads,mobile
367,20250304,1340,direct,mobile
368,20240204,0,social,mobile
369,20250508,1249,social,desktop
370,20241024,539,direct,mobile
371,20240310,0,social,desktop
372,20250827,0,referral,desktop
373,20241130,1175,direct,mobile
374,20250815,0,social,mobile
375,20250401,908,ads,mobile
376,20250103,0,ads,mobile
377,20250716,726,direct,desktop
378,20240707,922,email,tablet
379,20240813,1053,referral,mobile
380,20240722,0,referral,mobile
381,20250515,0,referral,mobile
382,20250108,256,direct,desktop
383,20240331,1005,ads,mobile
384,20250707,982,direct,desktop
385,20241221,1338,email,desktop
386,20250228,710,ads,mobile
387,20240509,789,direct,mobile
388,20240822,0,referral,mobile
389,20240817,1409,ads,desktop
390,20240911,660,direct,desktop
391,20240413,1483,social,desktop
392,20250205,504,direct,mobile
393,20241009,0,direct,desktop
394,20250719,0,referral,mobile
395,20240812,656,referral,mobile
396,20250925,0,ads,desktop
397,20241104,1459,referral,mobile
398,20240415,0,ads,mobile
399,20240625,0,direct,desktop
400,20250305,133,social,desktop
401,20240229,1248,referral,tablet
402,20240416,0,ads,mobile
403,20240708,389,referral,desktop
404,20240428,508,ads,mobile
405,20240719,1403,social,mobile
406,20250527,0,ads,mobile
407,20250827,0,ads,mobile
408,20250813,354,ads,mobile
409,20240802,1493,direct,mobile
410,20250103,0,ads,mobile
411,20240919,381,ads,mobile
412,20240805,229,referral,mobile
413,20250312,1377,ads,desktop
414,20240814,0,direct,mobile
415,20240407,57,direct,mobile
416,20250525,1353,ads,desktop
417,20240430,0,referral,tablet
418,20240317,606,social,desktop
419,20240917,1290,ads,mobile
420,20240926,0,referral,mobile
421,20250703,577,direct,mobile
422,20250614,1400,direct,mobile
423,20240613,0,ads,tablet
424,20250703,760,direct,mobile
425,20250512,227,direct,mobile
426,20240623,577,ads,tablet
427,20250325,0,ads,mobile
428,20250630,939,ads,mobile
429,20240930,0,referral,mobile
430,20240218,546,direct,mobile
431,20250926,0,referral,mobile
432,20250827,1064,direct,mobile
433,20240321,1032,ads,mobile
434,20240218,1488,referral,mobile
435,20250105,1140,direct,mobile
436,20240924,1149,referral,mobile
437,20241210,484,direct,mobile
438,20250922,676,direct,desktop
439,20250807,131,referral,mobile
440,20241005,863,direct,desktop
441,20250116,828,direct,mobile
442,20240815,951,ads,mobile
443,20250429,907,direct,mobile
444,20250404,0,ads,mobile
445,20241125,669,direct,desktop
446,20240311,0,ads,desktop
447,20250404,141,ads,mobile
448,20250222,574,ads,mobile
449,20250414,975,email,mobile
450,20240421,0,direct,desktop
451,20240909,1042,ads,mobile
452,20250620,397,referral,mobile
453,20240621,1301,ads,mobile
454,20241009,730,referral,mobile
455,20250204,0,social,mobile
456,20241102,478,direct,mobile
457,20240606,270,direct,desktop
458,20241010,0,social,desktop
459,20240527,0,referral,mobile
460,20240617,749,referral,mobile
461,20240914,0,direct,mobile
462,20240810,0,direct,mobile
463,20250329,0,referral,mobile
464,20240424,947,ads,mobile
465,20240726,0,referral,mobile
466,20250814,829,ads,mobile
467,20250930,6,ads,mobile
468,20250621,231,ads,mobile
469,20250212,0,ads,mobile
470,20250221,1473,ads,mobile
471,20250319,845,email,mobile
472,20240220,456,ads,mobile
473,20250524,0,referral,desktop
474,20250923,417,direct,mobile
475,20250511,202,direct,mobile
476,20250322,78,social,mobile
477,20241110,0,email,mobile
478,20240711,0,referral,desktop
479,20250417,1060,direct,mobile
480,20240521,663,direct,mobile
481,20240810,176,ads,desktop
482,20240419,0,ads,desktop
483,20240918,1243,ads,mobile
484,20240407,0,direct,mobile
485,20250325,1458,ads,mobile
486,20250508,408,ads,mobile
487,20250202,1301,direct,mobile
488,20241017,0,direct,mobile
489,20250722,809,direct,desktop
490,20250430,0,referral,desktop
491,20240707,0,ads,desktop
492,20240910,970,direct,desktop
493,20250819,398,direct,desktop
494,20241006,792,direct,mobile
495,20240608,1330,direct,desktop
496,20250413,1487,direct,mobile
497,20250617,853,direct,desktop
498,20250530,108,direct,mobile
499,20240404,0,direct,mobile
500,20240713,0,direct,mobile
501,20250816,0,ads,mobile
502,20240818,0,email,mobile
503,20241127,1155,direct,mobile
504,20250228,1071,direct,mobile
505,20250423,0,email,mobile
506,20250813,0,referral,tablet
507,20250104,125,direct,desktop
508,20240801,1210,direct,desktop
509,20250524,0,direct,desktop
510,20241218,1438,direct,mobile
511,20240807,72,ads,mobile
512,20240427,1398,ads,desktop
513,20241025,0,ads,mobile
514,20250417,0,ads,mobile
515,20250130,1250,direct,mobile
516,20250709,1368,referral,mobile
517,20240505,0,ads,mobile
518,20241017,4,direct,tablet
519,20240806,0,referral,desktop
520,20250406,0,direct,desktop
521,20240414,1156,ads,desktop
522,20240627,624,ads,mobile
523,20240611,603,referral,desktop
524,20250320,0,social,desktop
525,20250625,592,direct,desktop
526,20240321,213,ads,mobile
527,20241026,0,direct,mobile
528,20240212,622,direct,tablet
529,20250815,973,ads,mobile
530,20241217,0,ads,mobile
531,20250506,629,referral,mobile
532,20241228,0,social,desktop
533,20250506,942,email,mobile
534,20240101,520,direct,desktop
535,20250827,690,ads,desktop
536,20240807,585,direct,mobile
537,20240513,1403,ads,tablet
538,20250613,0,referral,mobile
539,20250928,0,direct,mobile
540,20240403,0,social,desktop
541,20241124,570,direct,desktop
542,20240217,1213,direct,mobile
543,20240915,101,ads,mobile
544,20240207,280,ads,desktop
545,20240726,980,direct,desktop
546,20250821,0,social,desktop
547,20240720,1121,email,desktop
548,20241216,1259,social,mobile
549,20250325,0,direct,mobile
550,20240912,1025,ads,desktop
551,20240713,1050,direct,mobile
552,20240125,0,direct,desktop
553,20241112,168,email,desktop
554,20240106,0,referral,desktop
555,20240831,1144,direct,desktop
556,20250812,0,direct,mobile
557,20250517,0,social,mobile
558,20250123,156,ads,mobile
559,20240509,829,referral,mobile
560,20250927,659,direct,mobile
561,20240909,1054,direct,mobile
562,20250306,1380,social,mobile
563,20250914,1450,ads,mobile
564,20250802,1379,direct,tablet
565,20240819,0,email,mobile
566,20240918,0,direct,desktop
567,20241220,1295,email,mobile
568,20240724,302,direct,tablet
569,20241125,167,social,mobile
570,20240620,612,ads,mobile
571,20250111,514,direct,mobile
572,20240811,864,ads,mobile
573,20250212,547,direct,desktop
574,20250616,680,direct,mobile
575,20240801,434,direct,mobile
576,20240422,807,direct,desktop
577,20250121,0,direct,mobile
578,20240424,684,referral,mobile
579,20241230,3,direct,desktop
580,20241014,207,direct,mobile
581,20240511,824,ads,mobile
582,20240917,764,ads,desktop
583,20241222,953,social,mobile
584,20240515,0,ads,mobile
585,20240221,677,ads,mobile
586,20250628,0,referral,mobile
587,20241221,0,direct,mobile
588,20240530,20,direct,mobile
589,20240614,671,ads,mobile
590,20241008,897,ads,mobile
591,20250210,1288,referral,desktop
592,20250802,0,social,desktop
593,20240206,138,direct,mobile
594,20240212,493,direct,mobile
595,20250727,1296,direct,desktop
596,20250125,882,ads,mobile
597,20240321,0,social,mobile
598,20240313,0,referral,tablet
599,20241119,506,ads,mobile
600,20250419,184,direct,mobile
601,20240529,743,email,desktop
602,20241207,0,referral,desktop
603,20240529,1361,direct,desktop
604,20250323,0,referral,mobile
605,20240728,1228,ads,mobile
606,20240516,1088,email,desktop
607,20240413,1085,direct,mobile
608,20241229,151,ads,desktop
609,20240201,0,ads,desktop
610,20241215,0,ads,mobile
611,20250524,827,ads,desktop
612,20250909,431,social,mobile
613,20240501,0,direct,desktop
614,20240608,910,referral,desktop
615,20250207,0,direct,mobile
616,20250610,922,ads,mobile
617,20250423,0,ads,mobile
618,20240803,0,direct,desktop
619,20240601,22,direct,desktop
620,20240511,0,ads,desktop
621,20241022,630,direct,tablet
622,20240805,10,direct,mobile
623,20240510,91,ads,desktop
624,20240905,1137,direct,mobile
625,20241005,1276,ads,mobile
626,20240209,0,direct,mobile
627,20241019,282,direct,desktop
628,20250323,1323,ads,mobile
629,20240601,1345,ads,mobile
630,20240710,540,referral,mobile
631,20240819,139,direct,desktop
632,20240925,0,email,desktop
633,20241115,210,direct,mobile
634,20250211,748,ads,mobile
635,20241204,0,social,desktop
636,20240709,1375,direct,mobile
637,20250701,0,direct,mobile
638,20240408,0,ads,desktop
639,20240206,677,email,mobile
640,20240425,0,email,desktop
641,20250528,1143,email,mobile
642,20250216,1302,referral,desktop
643,20250821,715,referral,desktop
644,20240831,762,direct,desktop
645,20250311,0,direct,mobile
646,20240303,566,ads,desktop
647,20250531,0,email,mobile
648,20240522,1381,referral,mobile
649,20240612,488,direct,desktop
650,20241204,0,ads,mobile
651,20250225,681,ads,mobile
652,20241214,989,direct,desktop
653,20250604,1073,referral,mobile
654,20240630,521,ads,desktop
655,20240716,1124,direct,mobile
656,20250118,1335,direct,mobile
657,20241003,127,referral,mobile
658,20250911,692,ads,mobile
659,20250611,1325,email,mobile
660,20240306,613,direct,mobile
661,20241025,1059,direct,desktop
662,20250414,0,direct,mobile
663,20240708,0,email,desktop
664,20241031,507,email,tablet
665,20240214,1116,ads,mobile
666,20250820,0,direct,mobile
667,20240321,354,email,mobile
668,20241216,1314,email,desktop
669,20240521,793,direct,desktop
670,20250827,1418,ads,desktop
671,20240914,0,direct,desktop
672,20240423,1322,direct,mobile
673,20240424,866,ads,desktop
674,20240305,386,direct,tablet
675,20240607,0,direct,desktop
676,20240523,400,direct,mobile
677,20250103,0,ads,mobile
678,20240518,0,ads,mobile
679,20250314,1130,social,mobile
680,20240517,0,ads,desktop
681,20241010,0,ads,mobile
682,20240827,0,direct,mobile
683,20250726,1223,referral,desktop
684,20241225,862,ads,mobile
685,20250522,106,direct,mobile
686,20240808,930,referral,desktop
687,20240426,242,email,mobile
688,20241218,0,social,mobile
689,20250721,1325,referral,mobile
690,20240709,56,ads,tablet
691,20250301,0,direct,mobile
692,20250611,0,ads,mobile
693,20250815,28,direct,mobile
694,20250324,0,email,tablet
695,20240226,912,direct,desktop
696,20250804,1042,ads,mobile
697,20250205,0,email,mobile
698,20250307,1082,direct,desktop
699,20250315,454,direct,desktop
700,20250828,944,email,desktop
701,20240324,1182,direct,mobile
702,20241129,1476,direct,desktop
703,20250810,237,email,desktop
704,20240626,0,social,desktop
705,20250926,851,email,mobile
706,20250521,0,referral,desktop
707,20240505,685,direct,mobile
708,20240126,287,referral,desktop
709,20240422,0,ads,mobile
710,20250210,1217,ads,mobile
711,20250613,0,ads,mobile
712,20240618,0,ads,mobile
713,20240801,30,referral,mobile
714,20240102,0,ads,mobile
715,20240901,345,direct,mobile
716,20240629,0,direct,tablet
717,20241113,0,direct,desktop
718,20241225,1150,ads,mobile
719,20240421,361,direct,desktop
720,20241121,0,referral,desktop
721,20240928,0,direct,desktop
722,20241122,1273,email,mobile
723,20250218,156,direct,desktop
724,20240816,272,social,mobile
725,20240907,0,ads,mobile
726,20241202,583,email,mobile
727,20240917,808,ads,mobile
728,20240124,1484,email,desktop
729,20240409,0,referral,mobile
730,20250326,73,referral,mobile
731,20250823,1222,direct,mobile
732,20240111,443,direct,desktop
733,20240122,0,referral,desktop
734,20250408,419,direct,mobile
735,20240205,1386,ads,mobile
736,20250206,0,direct,mobile
737,20240809,749,direct,mobile
738,20240509,0,ads,desktop
739,20240217,1279,email,desktop
740,20241202,0,ads,mobile
741,20250601,1259,referral,mobile
742,20240916,1337,direct,mobile
743,20241220,153,direct,desktop
744,20250724,0,ads,mobile
745,20240919,1345,ads,desktop
746,20240113,0,ads,desktop
747,20250116,979,direct,mobile
748,20240703,118,direct,desktop
749,20241109,117,direct,desktop
750,20250531,1244,direct,mobile
751,20240319,0,referral,mobile
752,20240909,453,ads,mobile
753,20240722,965,email,mobile
754,20240417,1466,direct,mobile
755,20250818,0,ads,mobile
756,20240602,1442,ads,mobile
757,20250727,27,referral,mobile
758,20250110,916,referral,mobile
759,20240705,1446,ads,desktop
760,20241125,730,email,desktop
761,20241029,0,email,desktop
762,20250930,732,email,desktop
763,20250111,1448,direct,mobile
764,20240705,0,direct,mobile
765,20240515,0,direct,mobile
766,20250713,1193,ads,mobile
767,20250421,0,referral,mobile
768,20240111,0,email,mobile
769,20240426,302,email,mobile
770,20240825,1398,referral,mobile
771,20240108,1231,direct,mobile
772,20241014,1384,email,tablet
773,20250722,0,ads,desktop
774,20250405,204,direct,desktop
775,20250605,1433,direct,mobile
776,20240420,217,email,desktop
777,20250327,1043,referral,mobile
778,20250719,0,direct,desktop
779,20240426,359,email,mobile
780,20240416,352,email,mobile
781,20240329,0,social,mobile
782,20240610,518,ads,mobile
783,20250821,0,ads,mobile
784,20241020,788,ads,mobile
785,20250414,309,ads,mobile
786,20240919,0,direct,mobile
787,20250303,1421,email,mobile
788,20240227,463,email,mobile
789,20250916,0,ads,mobile
790,20240408,0,email,mobile
791,20250518,850,referral,desktop
792,20240324,269,direct,mobile
793,20250115,0,direct,mobile
794,20250709,837,direct,mobile
795,20250427,695,ads,mobile
796,20240423,0,ads,tablet
797,20240630,1037,ads,mobile
798,20240322,897,referral,desktop
799,20250613,0,ads,tablet
800,20240419,1124,ads,desktop
801,20240403,0,email,desktop
802,20240810,316,ads,desktop
803,20250921,784,direct,desktop
804,20250403,0,ads,desktop
805,20241210,195,ads,mobile
806,20240603,1447,ads,mobile
807,20241121,0,direct,tablet
808,20240414,1453,ads,desktop
809,20240406,0,direct,mobile
810,20240615,0,social,mobile
811,20240903,1138,email,mobile
812,20240924,0,social,mobile
813,20240820,94,ads,mobile
814,20250401,711,direct,mobile
815,20250913,0,ads,mobile
816,20241221,93,direct,mobile
817,20241129,305,direct,tablet
818,20250519,0,email,desktop
819,20250322,0,direct,mobile
820,20241028,568,ads,tablet
821,20240319,60,social,mobile
822,20250915,0,direct,desktop
823,20240526,53,direct,desktop
824,20240726,1150,email,mobile
825,20250502,0,direct,mobile
826,20250824,1005,email,desktop
827,20250529,1498,ads,mobile
828,20250510,892,referral,desktop
829,20240704,225,direct,mobile
830,20250813,0,ads,desktop
831,20240809,475,email,desktop
832,20240424,1497,referral,mobile
833,20250426,694,direct,mobile
834,20250302,0,ads,mobile
835,20240905,0,direct,desktop
836,20241202,1305,referral,mobile
837,20250327,917,ads,tablet
838,20250526,1343,referral,desktop
839,20250505,189,ads,desktop
840,20241130,278,direct,mobile
841,20250324,364,ads,mobile
842,20240508,240,referral,mobile
843,20240527,0,direct,mobile
844,20240419,0,social,mobile
845,20250403,878,social,mobile
846,20250723,1100,ads,tablet
847,20241108,700,referral,mobile
848,20250101,1233,email,mobile
849,20241215,632,referral,desktop
850,20250629,0,direct,mobile
851,20250320,942,ads,desktop
852,20250831,349,email,mobile
853,20240112,0,social,mobile
854,20250917,331,ads,mobile
855,20240428,1242,social,desktop
856,20250709,0,ads,mobile
857,20250515,219,ads,mobile
858,20240212,1380,referral,mobile
859,20250615,1350,direct,desktop
860,20250822,0,direct,tablet
861,20241110,0,ads,mobile
862,20250204,0,ads,desktop
863,20240617,856,social,tablet
864,20250107,0,ads,desktop
865,20240503,0,direct,mobile
866,20240308,369,referral,mobile
867,20240420,995,direct,mobile
868,20250828,1071,email,mobile
869,20241105,0,direct,desktop
870,20250606,187,social,mobile
871,20250214,0,direct,mobile
872,20250918,0,email,mobile
873,20240303,1215,ads,desktop
874,20250628,738,ads,mobile
875,20240417,806,direct,mobile
876,20250331,867,direct,tablet
877,20240726,1159,ads,mobile
878,20250627,699,email,mobile
879,20240207,43,ads,mobile
880,20241101,269,ads,mobile
881,20240314,0,referral,mobile
882,20241102,187,direct,mobile
883,20240717,635,ads,mobile
884,20240420,813,direct,mobile
885,20240119,0,ads,desktop
886,20250906,0,ads,desktop
887,20241016,1132,direct,desktop
888,20250422,1198,direct,desktop
889,20250816,19,social,mobile
890,20250418,1158,direct,mobile
891,20241022,447,ads,desktop
892,20250425,1094,ads,mobile
893,20240219,574,ads,desktop
894,20240923,409,ads,mobile
895,20240821,0,social,desktop
896,20240726,0,direct,mobile
897,20240321,629,ads,tablet
898,20250527,1277,direct,mobile
899,20250402,709,direct,mobile
900,20240724,0,ads,mobile
901,20240628,994,referral,mobile
902,20250813,371,direct,mobile
903,20240728,706,email,mobile
904,20240221,120,direct,mobile
905,20250212,324,direct,mobile
906,20250421,43,email,mobile
907,20240727,1469,email,mobile
908,20240311,291,direct,mobile
909,20240930,0,direct,mobile
910,20240105,720,social,mobile
911,20240524,973,ads,mobile
912,20250119,0,ads,mobile
913,20240203,1039,direct,desktop
914,20240901,0,email,desktop
915,20250802,1377,direct,mobile
916,20240227,616,referral,desktop
917,20250811,0,direct,mobile
918,20240327,1426,ads,mobile
919,20240608,213,social,mobile
920,20241120,435,direct,desktop
921,20250518,1378,direct,desktop
922,20240913,809,referral,desktop
923,20240702,0,ads,mobile
924,20240930,0,direct,mobile
925,20250806,1269,ads,desktop
926,20240820,1284,ads,desktop
