shipments_id,shipped_date_id,delivered_date_id,order_date_id,costumer_id,shipment_location_id,order_id,carrier,tracking_number,shipment_status,delivery_time_days
77,20240302,20240304,20240301,127,3189,1000000076,Correo Argentino,TRK-Z56VK3U0QJ,DELIVERED,2.0
78,20241204,20241205,20241204,874,1,1000000077,PICKUP,UNKNOWN,SHIPPED,1.0
79,20250110,20250113,20250109,814,2367,1000000078,Correo Argentino,TRK-N8XZ4OSU2M,DELIVERED,3.0
80,20250917,20250921,20250916,1189,840,1000000079,Correo Argentino,TRK-XADN2TVDNH,SHIPPED,4.0
81,20241112,20241117,20241111,584,69,1000000080,Correo Argentino,TRK-S1OQO0J4EA,DELIVERED,5.0
82,20250203,20250206,20250202,1433,953,1000000081,Correo Argentino,TRK-LSXL8NV9UZ,DELIVERED,3.0
83,20250922,20250925,20250921,670,3103,1000000082,Correo Argentino,TRK-4U2I1W5ENR,DELIVERED,3.0
84,20240211,20240215,20240210,464,842,1000000083,Correo Argentino,TRK-3QNYBMC06W,DELIVERED,4.0
85,20241126,20241129,20241125,535,153,1000000084,Correo Argentino,TRK-LWD8M7AMND,SHIPPED,3.0
86,20250302,20250304,20250301,655,2185,1000000085,Correo Argentino,TRK-0RBFVTM6X4,DELIVERED,2.0
87,20250819,20250821,20250818,833,2251,1000000086,Correo Argentino,TRK-A169DTQM73,DELIVERED,2.0
88,0,0,20241213,490,1449,1000000087,Correo Argentino,UNKNOWN,CANCELLED,0.0
89,20240204,20240209,20240203,360,1460,1000000088,Correo Argentino,TRK-TBUL818CS4,DELIVERED,5.0
90,20250619,20250622,20250618,1227,1176,1000000089,Correo Argentino,TRK-BJOJ02WY0U,DELIVERED,3.0
91,20240128,20240201,20240127,624,38,1000000090,Correo Argentino,TRK-E1JQQXF2A8,DELIVERED,4.0
92,20240218,20240220,20240217,228,2302,1000000091,Correo Argentino,TRK-9YZ6V1VTIX,DELIVERED,2.0
93,20240614,20240616,20240613,770,776,1000000092,Correo Argentino,TRK-UO5Q5LF7GD,DELIVERED,2.0
94,20241114,20241115,20241114,54,2,1000000093,PICKUP,UNKNOWN,DELIVERED,1.0
95,20241227,20241228,20241227,1006,4,1000000094,PICKUP,UNKNOWN,SHIPPED,1.0
96,20250926,20250930,20250925,247,1295,1000000095,Correo Argentino,TRK-RRS7KQI5WW,DELIVERED,4.0
97,20250523,20250524,20250523,1127,3,1000000096,PICKUP,UNKNOWN,DELIVERED,1.0
98,20240612,20240613,20240612,757,2,1000000097,PICKUP,UNKNOWN,DELIVERED,1.0
99,20250117,20250122,20250116,520,2447,1000000098,Correo Argentino,TRK-N1XL8YRR4C,DELIVERED,5.0
100,20240228,20240303,20240227,258,228,1000000099,Correo Argentino,TRK-HUON3QASLA,DELIVERED,4.0
101,0,0,20240730,467,1889,1000000100,Correo Argentino,UNKNOWN,CANCELLED,0.0
102,20240331,20240405,20240330,3,223,1000000101,Correo Argentino,TRK-BD9O45FG3M,SHIPPED,5.0
103,20241120,20241124,20241119,334,2867,1000000102,Correo Argentino,TRK-RBXP2IU4CP,DELIVERED,4.0
104,20240325,20240326,20240325,802,3,1000000103,PICKUP,UNKNOWN,READY,1.0
105,20240324,20240328,20240323,999,3052,1000000104,Correo Argentino,TRK-TPWY0TUZG2,DELIVERED,4.0
106,20240513,20240516,20240512,176,2444,1000000105,Correo Argentino,TRK-3BQ6FWSKLW,DELIVERED,3.0
107,20250209,20250211,20250208,801,2960,1000000106,Correo Argentino,TRK-6DCLEDO515,DELIVERED,2.0
108,20240523,20240528,20240522,1113,1947,1000000107,Correo Argentino,TRK-RB1W0XWXVT,DELIVERED,5.0
109,20250704,20250705,20250704,810,4,1000000108,PICKUP,UNKNOWN,DELIVERED,1.0
110,20240422,20240423,20240422,581,4,1000000109,PICKUP,UNKNOWN,DELIVERED,1.0
111,0,0,20250604,1284,2,1000000110,PICKUP,UNKNOWN,CANCELLED,0.0
112,20241221,20241225,20241220,1333,1880,1000000111,Correo Argentino,TRK-UXV2O2QSZO,DELIVERED,4.0
113,20250228,20250301,20250228,24,2,1000000112,PICKUP,UNKNOWN,SHIPPED,1.0
114,0,0,20240121,1222,1,1000000113,PICKUP,UNKNOWN,CANCELLED,0.0
115,20240917,20240918,20240917,63,1,1000000114,PICKUP,UNKNOWN,SHIPPED,1.0
116,20240220,20240222,20240219,1078,3,1000000115,Correo Argentino,TRK-9SFI30M85Y,DELIVERED,2.0
117,20240702,20240705,20240701,1091,2613,1000000116,Correo Argentino,TRK-GCUU54HEAG,DELIVERED,3.0
118,20250120,20250123,20250119,524,1258,1000000117,Correo Argentino,TRK-YVM19QXR2C,DELIVERED,3.0
119,20250817,20250819,20250816,1229,2394,1000000118,Correo Argentino,TRK-JRBNVL0OS3,DELIVERED,2.0
120,20250716,20250717,20250716,458,4,1000000119,PICKUP,UNKNOWN,DELIVERED,1.0
121,20240419,20240421,20240418,68,1657,1000000120,Correo Argentino,TRK-YMYMMHLK1B,DELIVERED,2.0
122,20241220,20241221,20241220,959,4,1000000121,PICKUP,UNKNOWN,DELIVERED,1.0
123,20250830,20250831,20250830,356,1,1000000122,PICKUP,UNKNOWN,DELIVERED,1.0
124,0,0,20250624,530,5,1000000123,Correo Argentino,UNKNOWN,CANCELLED,0.0
125,20240207,20240211,20240206,1420,3008,1000000124,Correo Argentino,TRK-OUKA4E7YCS,DELIVERED,4.0
126,20240709,20240710,20240709,279,3,1000000125,PICKUP,UNKNOWN,DELIVERED,1.0
127,20240612,20240613,20240612,779,3,1000000126,PICKUP,UNKNOWN,DELIVERED,1.0
128,20240229,20240304,20240228,1383,2117,1000000127,Correo Argentino,TRK-LP15TFTZWC,DELIVERED,4.0
129,0,0,20250420,1189,1356,1000000128,Correo Argentino,UNKNOWN,CANCELLED,0.0
130,20250918,20250921,20250917,1016,3040,1000000129,Correo Argentino,TRK-OTE0Q32RV2,DELIVERED,3.0
131,20250521,20250522,20250521,595,3,1000000130,PICKUP,UNKNOWN,SHIPPED,1.0
132,20240125,20240126,20240125,902,4,1000000131,PICKUP,UNKNOWN,DELIVERED,1.0
133,20240727,20240801,20240726,317,2546,1000000132,Correo Argentino,TRK-ZK0XF0TEFY,DELIVERED,5.0
134,20240614,20240615,20240614,1229,2,1000000133,PICKUP,UNKNOWN,DELIVERED,1.0
135,20240106,20240107,20240106,279,3,1000000134,PICKUP,UNKNOWN,DELIVERED,1.0
136,20240530,20240531,20240530,1498,4,1000000135,PICKUP,UNKNOWN,SHIPPED,1.0
137,20250121,20250125,20250120,140,1773,1000000136,Correo Argentino,TRK-SB9FYY9V3Z,DELIVERED,4.0
138,20241116,20241121,20241115,1115,2545,1000000137,Correo Argentino,TRK-8EM2BGA7SC,SHIPPED,5.0
139,20240104,20240108,20240103,1240,1704,1000000138,Correo Argentino,TRK-W6GIOKOQS8,SHIPPED,4.0
140,20240407,20240412,20240406,590,1036,1000000139,Correo Argentino,TRK-Q8P6U5PS47,DELIVERED,5.0
141,20250217,20250218,20250217,645,3,1000000140,PICKUP,UNKNOWN,DELIVERED,1.0
142,20241130,20241201,20241130,545,1,1000000141,PICKUP,UNKNOWN,DELIVERED,1.0
143,20250626,20250628,20250625,1208,1955,1000000142,Correo Argentino,TRK-AT0A573HXB,DELIVERED,2.0
144,20240606,20240607,20240606,551,1,1000000143,PICKUP,UNKNOWN,DELIVERED,1.0
145,0,0,20240209,569,1,1000000144,PICKUP,UNKNOWN,CANCELLED,0.0
146,20250720,20250724,20250719,1305,3178,1000000145,Correo Argentino,TRK-5WJ0VSGHJU,DELIVERED,4.0
147,20240506,20240511,20240505,280,2731,1000000146,Correo Argentino,TRK-XNALT4U6O3,DELIVERED,5.0
148,20241208,20241213,20241207,1338,1472,1000000147,Correo Argentino,TRK-TVS9QKJFPY,DELIVERED,5.0
149,20250622,20250625,20250621,84,2447,1000000148,Correo Argentino,TRK-IAC72SYOJT,DELIVERED,3.0
150,20250122,20250127,20250121,655,1117,1000000149,Correo Argentino,TRK-86P5XH4ZUZ,DELIVERED,5.0
151,20250530,20250531,20250530,513,4,1000000150,PICKUP,UNKNOWN,DELIVERED,1.0
152,20240416,20240417,20240416,884,3,1000000151,PICKUP,UNKNOWN,DELIVERED,1.0
153,20240108,20240109,20240108,385,2,1000000152,PICKUP,UNKNOWN,DELIVERED,1.0
154,0,0,20250610,723,2,1000000153,PICKUP,UNKNOWN,CANCELLED,0.0
155,20240701,20240702,20240701,110,1,1000000154,PICKUP,UNKNOWN,SHIPPED,1.0
156,20240213,20240217,20240212,1197,3125,1000000155,Correo Argentino,TRK-MPCEM8ML7K,DELIVERED,4.0
157,20241029,20241030,20241029,833,2,1000000156,PICKUP,UNKNOWN,DELIVERED,1.0
158,0,0,20250126,371,3,1000000157,PICKUP,UNKNOWN,CANCELLED,0.0
159,20240424,20240425,20240424,905,1,1000000158,PICKUP,UNKNOWN,DELIVERED,1.0
160,20240715,20240720,20240714,389,307,1000000159,Correo Argentino,TRK-7LRC6G1HAV,DELIVERED,5.0
161,20240613,20240614,20240613,1299,4,1000000160,PICKUP,UNKNOWN,DELIVERED,1.0
162,20241022,20241026,20241021,725,2912,1000000161,Correo Argentino,TRK-ZU6O2A2X17,DELIVERED,4.0
163,20250731,20250801,20250731,645,4,1000000162,PICKUP,UNKNOWN,SHIPPED,1.0
164,20240225,20240229,20240224,584,136,1000000163,Correo Argentino,TRK-U6UA2YY3HB,DELIVERED,4.0
165,20250223,20250225,20250222,436,2762,1000000164,Correo Argentino,TRK-TMG2PU2NU4,DELIVERED,2.0
166,20250828,20250901,20250827,293,2361,1000000165,Correo Argentino,TRK-D8V0DBNSG3,DELIVERED,4.0
167,20250728,20250730,20250727,1065,2496,1000000166,Correo Argentino,TRK-TTEUGQV2X2,DELIVERED,2.0
168,0,0,20250118,1234,2706,1000000167,Correo Argentino,UNKNOWN,CANCELLED,0.0
169,0,0,20240226,400,2527,1000000168,Correo Argentino,UNKNOWN,CANCELLED,0.0
170,20240709,20240714,20240708,251,1329,1000000169,Correo Argentino,TRK-NM8H174TJH,DELIVERED,5.0
171,20240329,20240330,20240329,764,4,1000000170,PICKUP,UNKNOWN,SHIPPED,1.0
172,20250228,20250303,20250227,1490,2557,1000000171,Correo Argentino,TRK-GZTE0MZNMX,READY,3.0
173,20240508,20240512,20240507,181,1805,1000000172,Correo Argentino,TRK-DGOJGP2GBU,DELIVERED,4.0
174,20250617,20250622,20250616,693,1635,1000000173,Correo Argentino,TRK-VBAXIAQJKB,DELIVERED,5.0
175,20240907,20240908,20240907,672,2,1000000174,PICKUP,UNKNOWN,DELIVERED,1.0
176,20240601,20240604,20240531,786,2161,1000000175,Correo Argentino,TRK-WD62JC0VLK,SHIPPED,3.0
177,20250225,20250226,20250225,1347,2,1000000176,PICKUP,UNKNOWN,DELIVERED,1.0
178,20241124,20241127,20241123,628,868,1000000177,Correo Argentino,TRK-TSU2MSGQGV,DELIVERED,3.0
179,20250503,20250504,20250503,1485,2,1000000178,PICKUP,UNKNOWN,SHIPPED,1.0
180,20250813,20250816,20250812,805,2735,1000000179,Correo Argentino,TRK-DOH59G5HG5,DELIVERED,3.0
181,20240522,20240524,20240521,445,753,1000000180,Correo Argentino,TRK-WTK41NS6CW,DELIVERED,2.0
182,20241113,20241115,20241112,560,83,1000000181,Correo Argentino,TRK-2HK5GYIMQ5,DELIVERED,2.0
183,20240909,20240916,20240908,403,2607,1000000182,Correo Argentino,TRK-3VO06V5F4C,DELIVERED,7.0
184,20241026,20241027,20241026,693,1,1000000183,PICKUP,UNKNOWN,SHIPPED,1.0
185,20250511,20250512,20250511,274,2,1000000184,PICKUP,UNKNOWN,SHIPPED,1.0
186,20240719,20240724,20240718,804,944,1000000185,Correo Argentino,TRK-XVT3OPQZDN,DELIVERED,5.0
187,20240731,20240802,20240730,1495,1364,1000000186,Correo Argentino,TRK-6LCGCSEFEL,DELIVERED,2.0
188,20250212,20250213,20250212,48,1,1000000187,PICKUP,UNKNOWN,DELIVERED,1.0
189,20250823,20250824,20250823,661,3,1000000188,PICKUP,UNKNOWN,DELIVERED,1.0
190,20240503,20240505,20240502,984,1812,1000000189,Correo Argentino,TRK-MZ7KO0QL4T,SHIPPED,2.0
191,20240606,20240611,20240605,1384,1972,1000000190,Correo Argentino,TRK-X696GHSKZW,SHIPPED,5.0
192,0,0,20250916,788,206,1000000191,Correo Argentino,UNKNOWN,CANCELLED,0.0
193,20240308,20240309,20240308,456,2,1000000192,PICKUP,UNKNOWN,SHIPPED,1.0
194,20240216,20240219,20240215,427,695,1000000193,Correo Argentino,TRK-N0C9SM2QFJ,DELIVERED,3.0
195,20250914,20250919,20250913,866,2574,1000000194,Correo Argentino,TRK-7MYF01NWQ1,DELIVERED,5.0
196,20250301,20250305,20250228,371,600,1000000195,Correo Argentino,TRK-5950NTLRAC,DELIVERED,4.0
197,20250815,20250817,20250814,1000,1384,1000000196,Correo Argentino,TRK-3RJ4BIOHK0,DELIVERED,2.0
198,20240410,20240412,20240409,1404,795,1000000197,Correo Argentino,TRK-M0DL4YCPUU,DELIVERED,2.0
199,20240204,20240207,20240203,1159,788,1000000198,Correo Argentino,TRK-XPU46U15UT,DELIVERED,3.0
200,20250320,20250325,20250319,1040,2797,1000000199,Correo Argentino,TRK-O91D35I9X4,DELIVERED,5.0
201,20240926,20240929,20240925,464,2537,1000000200,Correo Argentino,TRK-LSZKZN0LYI,DELIVERED,3.0
202,20241117,20241120,20241116,166,2941,1000000201,Correo Argentino,TRK-WPOOZWRSXF,DELIVERED,3.0
203,20250327,20250328,20250327,1056,3,1000000202,PICKUP,UNKNOWN,DELIVERED,1.0
204,20241117,20241118,20241117,925,3,1000000203,PICKUP,UNKNOWN,DELIVERED,1.0
205,0,0,20250127,488,257,1000000204,Correo Argentino,UNKNOWN,CANCELLED,0.0
206,20241001,20241005,20240930,903,898,1000000205,Correo Argentino,TRK-Q495C57TPW,DELIVERED,4.0
207,20250727,20250731,20250726,70,1092,1000000206,Correo Argentino,TRK-YOZRB7EYB4,SHIPPED,4.0
208,20250508,20250510,20250507,1459,1330,1000000207,Correo Argentino,TRK-MXL244VRBJ,DELIVERED,2.0
209,20250411,20250412,20250411,500,2,1000000208,PICKUP,UNKNOWN,DELIVERED,1.0
210,20250404,20250406,20250403,361,1297,1000000209,Correo Argentino,TRK-QS7JP1ILRI,DELIVERED,2.0
211,20250321,20250323,20250320,476,2590,1000000210,Correo Argentino,TRK-HMK0UFUCGU,DELIVERED,2.0
212,20250719,20250720,20250719,1400,1,1000000211,PICKUP,UNKNOWN,DELIVERED,1.0
213,20250219,20250223,20250218,945,886,1000000212,Correo Argentino,TRK-EI5CQOM3OQ,DELIVERED,4.0
214,20240417,20240420,20240416,1443,900,1000000213,Correo Argentino,TRK-JVXGL1QGOU,DELIVERED,3.0
215,20240720,20240722,20240719,1430,2687,1000000214,Correo Argentino,TRK-3LP62TMLP0,DELIVERED,2.0
216,20240130,20240203,20240129,1330,1579,1000000215,Correo Argentino,TRK-W5E1QML5MQ,DELIVERED,4.0
217,20250511,20250516,20250510,274,506,1000000216,Correo Argentino,TRK-AYM9Q11ZOD,DELIVERED,5.0
218,20240405,20240406,20240405,1251,2,1000000217,PICKUP,UNKNOWN,DELIVERED,1.0
219,20240705,20240709,20240704,176,550,1000000218,Correo Argentino,TRK-CP4OTN8HPB,DELIVERED,4.0
220,20240612,20240613,20240612,42,2,1000000219,PICKUP,UNKNOWN,SHIPPED,1.0
221,20250922,20250926,20250921,582,1933,1000000220,Correo Argentino,TRK-C1TLW78F6M,DELIVERED,4.0
222,20250507,20250508,20250507,4,1,1000000221,PICKUP,UNKNOWN,DELIVERED,1.0
223,20240830,20240831,20240830,569,2,1000000222,PICKUP,UNKNOWN,DELIVERED,1.0
224,20241224,20241225,20241224,157,1,1000000223,PICKUP,UNKNOWN,SHIPPED,1.0
225,20250323,20250325,20250322,649,311,1000000224,Correo Argentino,TRK-E3PPMBLC09,DELIVERED,2.0
226,20250806,20250810,20250805,1230,1403,1000000225,Correo Argentino,TRK-JVVF010AIA,DELIVERED,4.0
227,20240717,20240722,20240716,197,2867,1000000226,Correo Argentino,TRK-JJUIDCE74A,DELIVERED,5.0
228,20240718,20240720,20240717,731,2594,1000000227,Correo Argentino,TRK-GSHXM42YVK,DELIVERED,2.0
229,20250328,20250401,20250327,506,2647,1000000228,Correo Argentino,TRK-INJV5S1HHW,DELIVERED,4.0
230,0,0,20250410,751,2,1000000229,PICKUP,UNKNOWN,CANCELLED,0.0
231,20241230,20250104,20241229,485,1341,1000000230,Correo Argentino,TRK-9MRQVD7X1J,DELIVERED,5.0
232,20240609,20240611,20240608,823,57,1000000231,Correo Argentino,TRK-YP7VNSGOLC,SHIPPED,2.0
233,20250222,20250226,20250221,680,1497,1000000232,Correo Argentino,TRK-DZYUMNQIZK,SHIPPED,4.0
234,20241120,20241122,20241119,417,2093,1000000233,Correo Argentino,TRK-BP8B1VFO0G,DELIVERED,2.0
235,20250529,20250603,20250528,677,2205,1000000234,Correo Argentino,TRK-4Z78IY664L,DELIVERED,5.0
236,0,0,20241002,1327,2,1000000235,PICKUP,UNKNOWN,CANCELLED,0.0
237,20250104,20250105,20250104,593,1,1000000236,PICKUP,UNKNOWN,DELIVERED,1.0
238,20241114,20241115,20241114,606,1,1000000237,PICKUP,UNKNOWN,DELIVERED,1.0
239,20250322,20250323,20250322,137,2,1000000238,PICKUP,UNKNOWN,SHIPPED,1.0
240,20240221,20240226,20240220,487,1637,1000000239,Correo Argentino,TRK-6QXN6I8BLI,DELIVERED,5.0
241,20241021,20241026,20241020,909,2066,1000000240,Correo Argentino,TRK-X7LOFOLANG,DELIVERED,5.0
242,20241011,20241012,20241011,179,1,1000000241,PICKUP,UNKNOWN,DELIVERED,1.0
243,0,0,20250815,183,2017,1000000242,Correo Argentino,UNKNOWN,CANCELLED,0.0
244,20250609,20250613,20250608,536,827,1000000243,Correo Argentino,TRK-36SR7I0SAS,DELIVERED,4.0
245,20240913,20240914,20240913,1341,1,1000000244,PICKUP,UNKNOWN,DELIVERED,1.0
246,20250508,20250509,20250508,378,1,1000000245,PICKUP,UNKNOWN,DELIVERED,1.0
247,0,0,20250927,548,537,1000000246,Correo Argentino,UNKNOWN,CANCELLED,0.0
248,20241203,20241208,20241202,757,3131,1000000247,Correo Argentino,TRK-F075G514A9,DELIVERED,5.0
249,20241026,20241027,20241026,522,4,1000000248,PICKUP,UNKNOWN,DELIVERED,1.0
250,20240419,20240420,20240419,1384,3,1000000249,PICKUP,UNKNOWN,DELIVERED,1.0
251,20240922,20240926,20240921,473,843,1000000250,Correo Argentino,TRK-PUN6EN1KQ1,DELIVERED,4.0
252,20240315,20240316,20240315,1316,3,1000000251,PICKUP,UNKNOWN,DELIVERED,1.0
253,20240302,20240303,20240302,1356,1,1000000252,PICKUP,UNKNOWN,DELIVERED,1.0
254,20250424,20250429,20250423,266,1464,1000000253,Correo Argentino,TRK-TSK3A0YQ6W,DELIVERED,5.0
255,20241013,20241014,20241013,1359,2,1000000254,PICKUP,UNKNOWN,DELIVERED,1.0
256,20240814,20240818,20240813,843,2933,1000000255,Correo Argentino,TRK-8BWQRUEYS2,DELIVERED,4.0
257,20241002,20241006,20241001,599,105,1000000256,Correo Argentino,TRK-RVD511UODZ,DELIVERED,4.0
258,20250530,20250531,20250530,1048,1,1000000257,PICKUP,UNKNOWN,DELIVERED,1.0
259,20241227,20241229,20241226,319,3048,1000000258,Correo Argentino,TRK-KXPDA6C6W5,DELIVERED,2.0
